priority_rank,name,slug,threadcount,palette,symmetric,thread_total,demand_score,category,sources_verifying,verified_by,colour_agreement,listed_house_of_tartan,listed_weddslist,primary_source,designer,tartan_date,stwr_ref,restriction_status,restrictions,origin_url
561,Greenock,greenock,Y/4 B34 R4 K32 G34 K4 G/4,G#006818 GREEN; R#C80000 RED; K#101010 BLACK; B#2C2C80 BLUE; Y#E8C000 YELLOW;,yes,224,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Sandberg of Greenock,01/03/2006,,weaver_note,Yes. For anyone associated with the area of Greenock.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1529
562,Guildry of Stirling,guildry-of-stirling,G/36 K6 G6 K6 G6 K42 BG4 K42 G42 K/8,K#101010 BLACK; BG#3C6838 BRIGHTER GREEN; G#005014 GREEN;,yes,352,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Iffla, Dean Robin",13/08/2013,,weaver_note,"Yes. Intended for the sole use of Guildry Brethren (past, present & future) and those associated with the Guildry of Stirling. Permission to weave should be sought from the incumbent Dean of The Guildry of Stirling.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10897
563,Hammarby Football Club,hammarby-football-club,K/2 MY4 K2 G44 LN4 G4 LN4 G4 LN4 G4 LN4 K36 MY4 K/2,K#101010 BLACK; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW;,yes,240,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Gillion/Nieminen,01/01/1999,2661.0,weaver_note,Yes. Prepared for weaving by Strathmore Woollen Company Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1582
564,Hello Kitty,hello-kitty,DT/4 LR6 R6 LR42 Y6 LR4 R12 B12 R8 W/4,DT#000000 DARKBROWN; LR#F08080 PINK; R#FF0000 RED; Y#FFD700 YELLOW; B#008B8B BLUE; W#FFFFFF WHITE;,yes,200,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,01/03/2004,,weaver_note,Yes. This tartan is copyrighted,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1681
565,Help for Heroes,help-for-heroes,DRB/6 LN12 DRB32 DB2 DRB8 DB4 DRB6 DB6 DRB6 DB8 DRB4 DB10 DRB2 DB20 A50 R/12,R#EE0000 RED; A#66FFCC AZURE; DB#003333 DARK NAVY BLUE; DRB#000077 DARK ROYAL BLUE; LN#BBBBBB LIGHT GREY;,yes,358,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,McGregor & Neil,20/01/2012,,weaver_note,Yes. The use of the tartan is restricted in line with a legal agreement between Help for Heroes and Lochcarron of ScotlandWoven by Lochcarron of Scotland,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10561
566,Heritage Plaid,heritage-plaid,XR/88 B6 K12 LT4 K4 LT4 K20 XR10 K4 XR6 W/4,W#E0E0E0 WHITE; LT#A08858 LIGHT BROWN; K#101010 BLACK; B#2C2C80 BLUE; XR#C80000 BASIC RED;,yes,232,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Kinloch Anderson Ltd,01/01/1970,2336.0,weaver_note,Yes. A corporate tartan controlled by Hilton.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1696
567,Heritage of Scotland,heritage-of-scotland,B/12 WW6 B42 K32 P12 K6 P/12,B#2C2C80 BLUE; WW#F8F8F8 WILSON WHITE; K#101010 BLACK; P#780078 PURPLE;,yes,220,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Gold Brothers,01/09/2007,,weaver_note,Yes. Woven/Supplied by Gold Brothers,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1695
568,Hickory,hickory,DB/8 T60 DT4 T4 DT28 Y4 DT4 Y2 DT12 G/6,DB#141E46 DARK BLUE; T#786557 BROWN; DT#4C3428 DARK BROWN; Y#F0E0C8 YELLOW; G#767E52 GREEN;,yes,250,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Dauphinee, Andrew",10/03/2015,,weaver_note,Yes. Please contact the designer to wear/use/weave this tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11260
569,IRPA,irpa,R/12 N4 R4 N46 K4 R8 K4 LB42 R4 LB4 W/12,W#FFFFFF WHITE; LB#187EFC SCOTIA BLUE; R#D4124F TARTAN RED; N#778899 GREY; K#101010 BLACK;,yes,264,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Wilton, Brian",11/04/2012,,weaver_note,Yes. Only to be worn by delegates and their family attending the IRPA convention.Woven by Ingles Buchan Textiles Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10602
570,Impulse,impulse,DR/4 DB6 KK4 DB6 KK4 DB6 KK14 RB26 KK18 BB20 DR/4,DR#880000 DARK RED; DB#000064 NAVY; KK#000000 BLACK; RB#0000DC ROYAL BLUE; BB#00008C BALMORAL;,yes,216,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1818
571,Jon's Theme,jon-s-theme,DB/2 Y4 DB6 B24 DB36 W/2,DB#010542 MIDNIGHT EXPRESS; B#555B7C CHAMBRAY; Y#9E8F00 DARK GOLDENROD; W#FFFFFF WHITE;,yes,144,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Orr, John",17/04/2012,,weaver_note,"Yes. May be worn by Jon Pittard, his friends, family and their descendants. Anyone bearing the surname 'Pittard' and associated surnames may also wear this tartan.For others to use, permission should be sought from the design owner, Jon Pittard, or his family.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10642
572,Jupiter Shop Channel Co Ltd,jupiter-shop-channel-co-ltd,K/12 LR2 K2 LR2 K2 LR10 K4 LR10 K8 LR4 W2 LR80 W/2,W#FFFFFF WHITE; K#101010 BLACK; LR#FC68B4 PINK;,yes,266,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Wilton, Brian",02/02/2013,,weaver_note,Yes. Weaving and use under the strict control of the copyright owners Jupiter Shop Channel Co. Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10826
573,Keepers of the Quaich,keepers-of-the-quaich,T/4 B4 T4 B48 T66 MY/6,DT#441800 DARK BROWN; K#101010 BLACK; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; T#604000 BROWN;,yes,254,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Lindley, Harry for Kinloch Anderson Ltd",01/06/1988,1731.0,weaver_note,Yes. A corporate tartan controlled by the United Distillers Group.Design registered with the UK Patent Office until August 2008.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1934
574,Kellogg College University of Oxford,kellogg-college-university-of-oxford,R42 B122 Y16 W42,R#FF0000 RED; B#00008C BLUE; Y#D87C00 GOLD; W#FFFFFF WHITE;,no,222,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Collins, Dr Robert",24/09/2013,,weaver_note,"Yes. Intended to be worn only by fellows, students and alumni of Kellogg College and those invited to do so by the President of the College.Intended to be reproduced and used only with the written agreement of the President of Kellogg College.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10912
575,Kells Irish Pubs,kells-irish-pubs,B/16 G6 B8 G8 B16 K48 G4 K6 G4 K6 N4 K/34,K#101010 BLACK; N#909090 GREY; G#47884E GREEN; B#5389C9 EARL OF ST ANDREWS BLUE;,yes,270,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Kilt and Thistle Scottish Shops,01/01/2008,,weaver_note,"Yes. Distribution of this tartan to Kells Pipe Band, Kells employees, or customers will be controlled by Kells Irish Pubs, Gerard McLeese, or his authorized representative.Manufacture of this tartan to be authorized by Gerard McLeese of Kells or his authorized representative only.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10106
576,Knockando Woolmill,knockando-woolmill,B/32 K2 R14 K2 R14 K2 B14 OG48 Y/8,B#8A8AA6 SOFT BLUE; K#101010 BLACK; R#953833 RUST RED; OG#565239 OLIVE GREEN; Y#AB7549 GOLDEN YELLOW;,yes,232,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Gillespie, John B",01/06/2010,,weaver_note,Yes. This tartan can only be woven by Knockando Woolmill unless written permission is granted by the directors.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10256
577,Lindenwood University,lindenwood-university,B/6 Y8 W6 K2 W8 Y8 K12 RB6 W4 K65 G6 W4 K12 Y18 K12 R6 W4 K2 W4 K34 Y8 W6 K2 W/8,B#0000CD BLUE; Y#FFE600 YELLOW; W#FFFFFF WHITE; K#101010 BLACK; RB#002366 ROYAL BLUE; G#008B00 GREEN; R#FF0000 RED;,yes,488,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Evans & Shanahan,01/12/2011,,weaver_note,Yes. Use of this tartan is controlled by Lindenwood University.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10675
578,Lomond Mist,lomond-mist,K/16 LN2 N2 DT20 N32 LR4 K6 DN66 LN2 DN6 W/4,K#101010 BLACK; LN#AAAAFF LIGHT GREY; N#8F8FBC GREY; DT#733D1A DARK BROWN; LR#7A378B MAGENTA; DN#2F4F4F DARK GREY; W#FFFFFF WHITE;,yes,300,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Byrne, Justine",17/12/2010,,weaver_note,"Yes. To be woven by House of Edgar, a division of Macnaughton Holdings Ltd",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10442
579,Longniddry Blue (Dance),longniddry-blue-dance,BN/8 LN64 NB24 BN10 SB4 LN4 SB4 BN/84,LN#C0C0C0 LIGHT GRAY; NB#003C64 NAVY BLUE; SB#A8ACE8 SKY BLUE; BN#14283C BLUE GREY;,yes,312,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2205
580,Longniddry Burgundy (Dance),longniddry-burgundy-dance,DR/84 CLR4 W4 CLR4 DR10 R24 W64 DR/8,CLR#E87878 CORAL; DR#880000 DARK RED; R#C80000 RED; W#E0E0E0 WHITE;,yes,312,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,1651.0,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2206
581,Longniddry Green Error (Dance),longniddry-green-error-dance,G/8 WW64 DG24 G10 Y2 WW4 Y2 G/84,DG#003820 DARK GREEN; G#006818 GREEN; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,yes,304,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2209
582,Longniddry Lavender (Dance),longniddry-lavender-dance,B/8 LN64 LV24 B10 LR4 LN4 LR4 B/84,B#481CA4 BLUE; LV#A468C4 LAVENDER; LR#D87478 ROSE; LN#C0C0C0 LIGHT GRAY;,yes,312,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/1992,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2210
583,Longniddry Turquoise (Dance),longniddry-turquoise-dance,LSB/8 W60 G20 LSB10 K4 W4 K4 LSB/76,K#101010 BLACK; G#006818 GREEN; W#E0E0E0 WHITE; LSB#98C8E8 LIGHT SKY;,yes,288,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,369.0,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2212
584,Lorne Dress (Dance),lorne-dress-dance,BB/6 K2 W64 BB4 W4 BB4 W4 BB40 G40 BB2 DB/6,G#006818 GREEN; W#E0E0E0 WHITE; K#101010 BLACK; DB#202060 DARK BLUE; BB#3850C8 OLD BLUE;,yes,340,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2005,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2219
585,Love,love,PK/4 M16 R40 Y8 W/4,W#FFFFFF PEROXIDE WHITE; Y#AD681D GOLD; R#970F0F BRIGHT SCARLET; M#531039 MAGENTA; PK#A35879 CLOVE PINK;,yes,136,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Spence, Victor",01/12/2011,,weaver_note,Yes. Using the tartan design is authorised only by a license agreement with the designerWeaving this tartan is only authorised by way of license agreement with the designer,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10521
586,MacEwan Arisaid (Dance),macewan-arisaid-dance,MY/6 K4 WW36 K36 RB36 K6 RB6 K6 RB36 WW36 K4 DR/6,K#101010 BLACK; DR#880000 DARK RED; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE; WW#F8F8F8 WILSON WHITE;,yes,424,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5215
587,MacKellar Dress Red,mackellar-dress-red,DG/6 W52 CLR4 K26 R10 W4 R6 PB8 R6 W4 R/54,K#101010 BLACK; DG#003820 DARK GREEN; W#E0E0E0 WHITE; PB#9058D8 LAVENDER; R#C80000 RED; CLR#E87878 CORAL;,yes,300,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2518
588,MacLeod Special Dress (Dance),macleod-special-dress-dance,R/6 K4 WW48 G26 K6 G6 K6 G6 BL50 Y/8,K#101010 BLACK; G#006818 GREEN; Y#E8C000 YELLOW; R#C80000 RED; BL#1474B4 BALMORAL BLUE; WW#F8F8F8 WILSON WHITE;,yes,318,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/1999,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2645
589,Madras College,madras-college,R/6 NB50 K12 LSB40 Y4 LSB4 W/6,W#E0E0E0 WHITE; LSB#74B4E0 LIGHT SKY; Y#E8C000 YELLOW; K#101010 BLACK; R#C80000 RED; NB#003C64 NAVY BLUE;,yes,232,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,David McGill of International Tartans,,3259.0,weaver_note,Yes. Anyone with the designer's consent.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5737
590,Marshall University,marshall-university,DG/6 W4 K4 G12 W2 DG4 W2 G/50,G#146400 GREEN; W#FFFFFF WHITE; DG#003C14 DARK GREEN; K#101010 BLACK;,yes,112,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Cannon, Michael",01/08/2012,,weaver_note,"Yes. The Marshall University Tartan may not be woven or produced in any form without written permission from the Marketing and Branding Coordinator, 1 John Marshall Drive, Huntington, WV 25755.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11254
591,McGill University,mcgill-university,W/6 R48 RB24 DG16 DY/6,W#FFFFFF WHITE; R#FF0000 RED; RB#23138D ROYAL BLUE; DG#063928 DARK GREEN; DY#CEA12C GOLD;,yes,188,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,01/12/2012,,weaver_note,Yes. Use of the tartan for commercial purposes is restricted unless authorised by McGill University.This tartan is restricted and can only be woven with written permission from McGill University.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10755
592,Meiji Rugby 1923,meiji-rugby-1923,P/4 W4 P46 DB2 W6 DB14 W2 DB4 W2 DB2 P10 DB24 W/4,P#9400D3 PURPLE; DB#000080 DARK BLUE; W#ECECC6 WHITE;,yes,240,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,11/05/2009,,weaver_note,Yes. Lochcarron of Scotland; Akatsuki Japan; Meiji JapanLochcarron of Scotland; Akatsuki Japan; Meiji Japan,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10037
593,Midnight Balmoral (Personal),midnight-balmoral-personal,N/8 W2 K72 DB4 DR8 W2 DB28 DR16 W/2,DB#000080 DARK BLUE; N#778899 GREY; K#101010 BLACK; W#FFFFFF WHITE; DR#E3170D DARK RED;,yes,274,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Geoffrey (Tailor),14/08/2010,,weaver_note,Yes. If you wish to reproduce this tartan please seek permission from MidnightBalmoral@hotmail.co.uk,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10472
594,Modowny,modowny,DR/8 N48 K8 N8 K16 N8 K8 N48 DY/8,DR#8C0000 DARK RED; N#646464 MEDIUM GREY; K#000000 BLACK; DY#C89800 DARKER YELLOW;,yes,304,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=2973
595,Mount Isla,mount-isla,MY/8 K4 DR24 K8 RB28 K8 RB28 K8 DR28 K4 LN/8,K#101010 BLACK; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,yes,296,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2002,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3030
596,Musselburgh Dress (Dance),musselburgh-dress-dance,A/56 B4 DN12 LG4 DN12 B4 DN16 WW96 CLR/4,A#5C8CA8 AZURE; B#2C2C80 BLUE; LG#289C18 LIGHT GREEN; WW#F8F8F8 WILSON WHITE; CLR#E87878 CORAL; DN#5C5C5C DARK GREY;,yes,356,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,"Dalgliesh, D C",01/01/2005,,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3085
597,NHK Asaichi,nhk-asaichi,T/8 R44 DB4 R4 DB4 R4 DB16 B24 T4 B4 Y/4,DB#440044 DARK BLUE; R#FF0000 RED; B#3850C8 BLUE; Y#FFCC00 YELLOW; T#4C0000 BROWN;,yes,228,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,06/10/2014,,weaver_note,"Yes. Intended for the sole use of NHK, Japan's Broadcasting Corporation.Prepared for weaving by Lochcarron of Scotland.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11135
598,National Autistic Society Scotland,national-autistic-society-scotland,LR/96 P64 WW/12,P#5C2458 NAS PURPLE; WW#E8E8E8 WHITE; LR#E82460 NAS PINK;,yes,236,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Covell/Trivett,28/08/2012,,weaver_note,Yes. Developed for Weaving by House of Tartan LtdIntellectual property rights associated with this tartan are held by the National Autistic Society.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10685
599,New Star,new-star,TP/6 TAW2 K8 TP2 K8 TP2 K82 TP2 K8 TP2 K8 BUR30 TAW2 BUR6 TAW4 BUR6 TAW6 BUR2 TAW12 K2 W/4,TP#551033 TYRIAN PURPLE; TAW#B8860B TAWNY YELLOW; K#101010 BLACK; BUR#660000 BURGUNDY; W#FFFFFF WHITE;,yes,398,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,"Martin, Carol A L",10/12/2009,,weaver_note,Yes. Contact designer for permission to weave or use this tartan.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10144
600,Nike Golf Dark,nike-golf-dark,R/10 K40 DN2 K4 DN2 K4 DN4 K4 DN10 MN4 DN4 MN4 DN4 MN6 DN4 MN20 W/6,K#000000 BLACK; R#FF0000 RED; DN#444444 DARK GREY; MN#888888 MID GREY; W#EEEEEE WHITE;,yes,248,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,13/02/2012,,weaver_note,"Yes. Customers of Nike Golf, Nike Inc.Woven by Lochcarron of Scotland.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10569
601,Nike Golf Light,nike-golf-light,R/10 W40 LN2 W4 LN2 W4 LN4 W4 LN10 MN4 LN4 MN4 LN4 MN6 LN4 MN20 W/6,R#FF0000 RED; W#EEEEEE WHITE; LN#BBBBBB LIGHT GREY; MN#888888 MID GREY;,yes,248,32,Corporate,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,no,no,Scottish Register of Tartans,Lochcarron of Scotland,13/02/2012,,weaver_note,"Yes. Customers of Nike Golf, Nike Inc.Woven by Lochcarron of Scotland.",https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10568
602,Nisbet Dress Rose (Dance),nisbet-dress-rose-dance,G/8 W32 K32 C80 W4 C/12,K#101010 BLACK; C#A00048 CRIMSON; G#006818 GREEN; LN#C0C0C0 LIGHT GRAY; W#E0E0E0 WHITE;,yes,316,32,Fashion,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,no,no,Scottish Register of Tartans,DC Dalgliesh,01/01/2002,946.0,weaver_note,Yes. Prepared for weaving by D C Dalgliesh Ltd.,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=3141
